word,count,examples
too,1,corpus/salon-076.md: ...mes for updates but I don't want to get too too deep on that and you know tommy you wan...
part,1,"corpus/salon-076.md: ...other hub space and so is the hub space part part of your space, this town square space, ..."
talk,1,corpus/salon-076.md: ... the point is that the two people would talk talk to each other and they would share and ...
synthetic,1,"corpus/salon-077.md: ...e58ctMQ-ccc&t=3086s)  I think the title Synthetic Synthetic Ecology is also Fascinating the idea, a..."
micro,1,corpus/salon-077.md: ...rspectives are. So it's showing us on a micro micro level what we should know.  The ticks a...
portrait,1,corpus/salon-077.md: ...licks on so again that's formatted in a portrait portrait orientation. Now. In regards to your qu...
especially,1,"corpus/salon-077.md: ...llery?  And that's where these numbers. Especially especially if you know you like, where your walls ..."
narrative,1,"corpus/salon-077.md: ...ted into the art. It can be part of the narrative narrative of the art, or something. No, like Kare..."
deliver,1,corpus/salon-078.md: ... a Of mental and physical contortion to deliver deliver your work in a in a way that lands true...
karen,1,corpus/salon-078.md: ...uestion so much. But I really liked the Karen Karen's sound use In her piece. This is this ...
wrap,1,corpus/salon-078.md: ...DrU&t=5502s)  Oh. Well. Think we should wrap wrap things up and do the after party afterw...
speaking,1,"corpus/salon-079.md: ...lly comes, turns into these shapes. And speaking speaking of stars The next body of work that I'v..."
kidding,1,"corpus/salon-079.md: ...l of them before anybody gets them. I'm kidding kidding. Please buy an old one, and I'll help y..."
photo,1,corpus/salon-079.md: ...kind of takes you into like some of the photo photo grametry sort of work that artists like...
day,1,corpus/salon-080.md: ...r jobs for a number of years During the day day jobs. Most of them were part time. Occa...
pigment,1,"corpus/salon-080.md: ...cy film off.  It actually transfers the pigment pigment from the film to the substrate, so it e..."
das,1,"corpus/salon-080.md: ...at made this film, and primer is called Das das ss, which is like digital art supply so..."
similar,1,"corpus/salon-080.md: ...alled Ink Aid, that I believe they make similar similar products, and they make a primer that I..."
money,1,"corpus/salon-080.md: ...Time and wasting time, or you know. And money money talks. That was the other thing that's ..."
urban,1,corpus/salon-080.md: ...d it's right in the heart there. Lot of urban urban is always been a big influence. Saxopho...
theater,1,corpus/salon-081.md: ...at I printed out. These are collages of theater Theater photographs. Employee really see how ma...
wedged,1,corpus/salon-082.md: ...ter pipe pump and a broken broom handle wedged wedged between cabinet handles.  I shiver. Don...
flat,1,corpus/salon-082.md: ...And as for 3D. You know I'm doing these flat flat pieces with thousands of images in them...
first,1,"corpus/salon-082.md: ...all these all the time, and this is the first first time all semester. I've actually had ti..."
pathways,1,"corpus/salon-083.md: ...rprised, you know, to find out how many pathways pathways had delved into that area. And I think ..."
berger,1,"corpus/salon-083.md: ...ed. Can everybody see my screen of John Berger Berger? I think it is Well, I'm gonna go back ..."
volume,1,"corpus/salon-083.md: ...e to what he did. He had a pretty large volume volume, volume of you know, pre digital work a..."
everyone,1,corpus/salon-084.md: ...work is that it has a universality that everyone everyone can feel in their hearts somewhere. Oka...
enter,1,"corpus/salon-084.md: ...he group and think, oh, I think I might enter enter Integrate that into my work. So I feel ..."
point,1,"corpus/salon-084.md: ...utube.com/watch?v=9uB83V9qp8M&t=4223s)  Point point of view, or you know, you can come up w..."
give,1,"corpus/salon-085.md: ...en blended, but offset the blend. So to give give, so that causes interaction between the..."
quantum,1,"corpus/salon-086.md: ...of the central characters, and as is in quantum quantum mechanics, electrons obey the Heisenber..."
f,1,"corpus/salon-086.md: ...this 3d printed tree that actually it's F F U. If you look at it again in the, in t..."
question,1,corpus/salon-087.md: ...Maybe I was. Sorry. Yeah. Thank you. DA QUESTION QUESTION admin Did you want to speak to your wor...
wonderful,1,corpus/salon-087.md: ...including me in this show thank you Lee wonderful wonderful like a fine wine it takes time Burgum b...
red,1,corpus/salon-087.md: ...ghtning storms and the sprites are like red red lines that come down or something I gue...
cynthia,1,corpus/salon-087.md: ...rk so let's move over here to our other cynthia Cynthia Beth Rubin who cannot join us today hap...
only,1,corpus/salon-088.md: ...ish isn't English now the lingua franca only only because of British colonization. Is tha...
viscom,1,"corpus/salon-088.md: ... there's a small prompt box, because in viscom viscom can render without prompt. And at the l..."
older,1,"corpus/salon-088.md: ...okay, I guess I'm revealing age getting older Older and better in some ways. But this is 19..."
computer,1,corpus/salon-090.md: ...art of my custom 24-bit S100 bus custom computer computer. I also bought a 3D printer and a 3D pr...
polyhedra,1,corpus/salon-091.md: ... Mirror of M.C. Escher and this book on Polyhedra Polyhedra Visual Approach by Anthony Pugh is a br...
perception,1,corpus/salon-091.md: ...mmunity. These are two other books that perception perception and mysticism separate reality. The Car...
set,1,corpus/salon-092.md: ...on for printing. And so there's a whole set set of steps that I have to go through.  An...
me,1,corpus/salon-092.md: ...And you know your work definitely makes me me think about all that kind of you know. ...
contemporary,1,corpus/salon-093.md: ...mporary musical incorporate versions of contemporary contemporary subjects like documentaries as well as ...
awarded,1,corpus/salon-093.md: ...series based on this body of work I was awarded awarded a full scholarship to the MFA computer ...
four,1,corpus/salon-094.md: ...hundred. So it's like the equivalent of four four K screens lined up together.  So I'm ju...
exactly,1,corpus/salon-095.md: ...mber yet? Or no we need this she wasn't exactly exactly into horlingen because did your 독 의 mom...
group,1,corpus/salon-095.md: ...ere whether people are you know in this group group or not they are kind of connecting to t...
together,1,corpus/salon-096.md: ...hat you might not seemingly ever expect together together. It's an endless form of fascination fo...
please,1,corpus/salon-098.md: ...erything normal if there be those folks please please share those changes those updates befor...
fun,1,"corpus/salon-098.md: ...ject, you know, so it was just a really fun fun thing.  And I took all of their images ..."
uzbekistan,1,corpus/salon-100.md: ...gench is which I've circled here within uzbekistan uzbekistan is really a desert country so there's a...
italian,1,"corpus/salon-100.md: ...curated Japanese artists and he curated Italian Italian artists and then said to me, well, you ..."
kukla,1,"corpus/salon-100.md: ...ibited and who were Uzbek.  And I found Kukla Kukla car. Sorry, I'm saying her name wrong. ..."
poly,1,corpus/salon-101.md: ...polygon it's upper left you can see the poly poly count okay you can see the count so you...
smooth,1,corpus/salon-101.md: ...n poly Panda okay fast super smart fast smooth smooth struggling smoothaden果 smooth çek身 alte...
tierney,1,"corpus/salon-102.md: ... Explorers Club, and works with Kristen Tierney Tierney Gallery here in New York. Well, I'm not..."
today,1,corpus/salon-103.md: ...f phoenix arizona I want to welcome you today today is february the 5th 2026 and this is Te...
neural,1,corpus/salon-103.md: ...ro dessemetics and cycles of modules of neural neural blurring and spatial���题 at Yale Univer...
presumed,1,"corpus/salon-103.md: ...m And arms reached Cleveland, we're now presumed presumed To close with this is not an epic tale ..."
certain,1,corpus/salon-106.md: ...nd whistles or have you focused down to certain certain peripherals certain devices that you us...
assessment,1,corpus/salon-107.md: ...k Club pollution assessment engineering assessment assessment democracy MAEC 독 Tuningnik 독 Tuningnik ...
hacker,1,corpus/salon-109.md: ... dog patterns letters Villani mountains hacker hacker hacker hunter survived battles mystery ...
far,1,corpus/salon-109.md: ... Russia until half one times could seem far far away from beautiful Amazon freehouse un...
blue,1,corpus/salon-109.md: ...'s the color of my room where it's time blue blue all right very different thanks for sha...
fine,1,"corpus/salon-109.md: ... enterprises, advertising material, not fine fine art. They like the term Techspressionis..."
communication,1,corpus/salon-110.md: ...le bit about maybe about the design and communication communication like I want to mention too that cha he ...
incorporate,1,"corpus/salon-110.md: ...f the verse, we learn how to upload and incorporate incorporate texts, images and emojis as well as how..."
navigate,1,"corpus/salon-110.md: ...use the pen tool.  We also learn how to navigate navigate the verse, including how to move, explo..."
