session,candidate_name,matched_text,similarity,context,cue_start
salon-009,Carmen Moses,can see,0.63,"h, if everyone could put a thumbs up, that'd be great. So I can see that everyone",42.9
salon-009,Carmen Moses,can see,0.63,"If you go in it, you can see I'm in Photoshop, all the layers in this, and you can see t",327.8
salon-009,Carmen Moses,can see,0.63,I hope you can see the Ferris wheel a little bit.,339.7
salon-009,Carmen Moses,can see,0.63,Wait. Zoom back and forth. You can see the whole piece now a little better.,377.92
salon-009,Carmen Moses,can see,0.63,"I'm zooming back, but I don't know if you can see this Ferris wheel here. And the ones and zeros,",413.12
salon-009,Carmen Moses,can see,0.63,And you can see up here step 28 of Haven's house.,648.66
salon-009,Patrick Lichty,Patrick,0.67,Is Patrick in here now?,850.02
salon-009,Carmen Moses,can see,0.63,a bit of bourgeoisie. There you can see here you can see Prosecco and like Prosecco pattern.,1092.3
salon-009,Carmen Moses,can see,0.63,"Yes, yes. Here you can see like canvas and I'm trying to paint all over.",1255.96
salon-009,Carmen Moses,can use,0.63,"All things materials you can use, you can print.",1319.92
salon-009,Patrick Lichty,Patrick,0.67,next presentation. So I think Patrick just showed up. And he,1437.68
salon-009,Carmen Moses,can see,0.63,ff of the theoretical framework of Kandinsky's work and you can see it's pretty,1676.28
salon-009,Carmen Moses,can see,0.63, kept moving further this is about 1994 um and you know you can see that there,1695.34
salon-009,Patrick Lichty,"Patrick,",0.67,"Patrick, if you wanna paste your website into the chat,",2276.4
salon-009,Leslie Kell,"Leslie,",0.71,"Leslie, I believe you were the next,",2348.56
salon-009,Carmen Moses,can see,0.63, creatures in my pieces. These is the detail of it. And you can see there's,2535.94
salon-009,Carmen Moses,can see,0.63,"And you can see in the moment, but because I do use all my own footage and ",2700.6
salon-009,Leslie Kell,Leslie,0.71,ery much for presenting. Does anyone have any questions for Leslie or?,2818.22
salon-009,Leslie Kell,"Leslie,",0.71,"Leslie, do you have a 3D program for the trees and things?",2831.28
salon-009,Leslie Kell,"Leslie,",0.71,"All right. All right. Thank you, Leslie, for presenting. It was a pleasure to have you.",2844.46
salon-009,Carmen Moses,Carmen,0.67,I know Carmen and Brandon both messaged me and asked about presenting.,2908.88
salon-009,Carmen Moses,Carmen,0.67,"I think everyone just kind of showed up. So, I mean, I know Carmen was here early. Carmen, if you want to go, by all means.",2926.04
salon-009,Leslie Kell,leslie,0.71,e uh these processes in photoshop of of uh like taking like leslie was,3108.68
salon-009,Anne Spalter,and Spalter,0.87,"Person and Spalter, have you heard of her? And I hadn't at the time.",3913.62
salon-009,Carmen Moses,can move,0.7,"I guess we can move on unless we have any objections, Colin.",4317.94
salon-009,Carmen Moses,can use,0.63,We're going to have a Kunst matrix account that we can use on an,4765.64
salon-009,Patrick Lichty,Patrick,0.67,Getting my homework in either Patrick and I are on our last day.,4986.18
salon-009,Carmen Moses,can set,0.63,"If we can set a date based on like, you know, what.",4998.36
salon-009,Patrick Lichty,Patrick,0.67,"I mean, Patrick and I just used 5,000 pixels because that was as big as you",5382.26
salon-010,Anne Morgan Spalter,and Spalter,0.67,"Alright, so without further ado, is and Spalter in the room.",131.08
salon-010,Anne Spalter,and Spalter,0.87,"Alright, so without further ado, is and Spalter in the room.",131.08
salon-010,Anne Morgan Spalter,And Michael Spalter,0.68,And Michael Spalter who is a digital art history major at Brown said wow this i,313.5
salon-010,Sherry Karver,SuperRare,0.64,ou can see some of that on my website and the rest of it on SuperRare or Viv3.,519.9
salon-010,Sherry Karver,SuperRare,0.64,You paste in links to SuperRare or any of the other NFT platforms?,845.8
salon-010,Sherry Karver,SuperRare,0.64,And I'll put SuperRare in there as well.,886.7
salon-010,Brandon Gellis,Brandon,0.67,Brandon hi.,2492.1
salon-010,Sherry Karver,"Sherry,",0.63,"Yeah, Sherry, I was going to ask you, where are you located?",3131.2
salon-011,Steve Miller,some smaller,0.67,I have some smaller scale ones that are 12 by 21.,3861.5
salon-012,Michael Pierre Price,"Michael Reese, Michael",0.67,"Okay. So, Carter, Michael Reese, Michael Price, Colin,",171.58
salon-012,Peter Borges,Peter Bourget,0.88,"And then there was also Peter Bourget,",3915.62
salon-012,Colin Goldberg,Colin's going,0.67,"I don't know if Colin's going to be here for a bit after too,",7608.39
salon-013,Diane Marsella,done all,0.64,And I'm really struck because I love fabric and have done all kinds of stuff with fabric.,1255.8
salon-013,Sue Beyer,she be,0.67,How would she be in touch with you or just come? How do you?,3963.84
salon-013,Leila Pinto,lead into,0.8,And the aesthetics from a few pieces would lead into each other.,4434.72
salon-013,Michael Pierre Price,Michael Pierce,0.82,"Michael Pierce and I talked about the era price have talked about as well,",4684.28
salon-013,Michael Pointer,Michael Pierce,0.83,"Michael Pierce and I talked about the era price have talked about as well,",4684.28
salon-013,Giovanna Sun,Giovanna,0.8,"Yeah. I see a question from Giovanna and that's a good question too, about.",5498.88
salon-014,Sherry Karver,"Sherry,",0.63,"Well, again, thank you very much, Sherry, for your presentation.",2516.18
salon-014,Deann S Hasinoff,Deann Stein Hasinoff,0.89,"So, as Davo said, my name is Deann Stein Hasinoff and I'm coming to you today from Edmonton,",2577.34
salon-014,Sherry Karver,"Sherry,",0.63,"Like Sherry, I'm pretty low tech tech, so I don't...",3080.54
salon-014,Sherry Karver,she ever,0.67,I don't think she ever made it.,3729.02
salon-014,Sherry Karver,Sherry,0.63,"Susan, Sherry and Deanne.",3738.7
salon-014,Anne Spalter,and spalter,0.87,like we have this nft show um that um and spalter is curating right now there's an open call for it,4215.62
salon-014,Clive Holden,clive hold,0.91,and um uh clive hold yeah yeah yeah,5154.46
salon-015,Andrea Bonaceto,And one,0.64,"And one of my friends, Marcello, Mari, approached me and said, OK, ",204.62
salon-015,Andrea Bonaceto,And one,0.64,"And one of these things that I think about,",2214.16
salon-015,Tommy Mintz,to print,0.63,I also have this image that I was able to print.,2300.58
salon-015,Andrea Bonaceto,and one,0.64,of my looking reading her essays and one day I was leaning forward afterwards doing some coding,4607.48
salon-016,Gary Hopkins,gary thanks,0.7,some more work because fill me up son but always a pleasure gary thanks thank you,3298.02
salon-016,Gregory Little,Greg Little,0.88,"ow, like Patrick just, um, um, did his first interview with Greg Little, who is our graduate advisor.",6447.0
salon-016,Gregory Little,Greg Little,0.88,"with Greg Little, by the way, actually.",7169.52
salon-017,Tommy Mintz,Tommy Mintz's,0.92,"testimonial about the value of this is recently, like I saw Tommy Mintz's work",1129.62
salon-017,Michael Pointer,Michael,0.64,And the last question for Michael is coming from Clive.,1887.54
salon-017,Michael Pointer,"Michael,",0.64,"Hi Michael, I really love your work.",1892.6
salon-017,Michael Pointer,medical industry,0.65,And then that morphed into data visualization in the medical industry.,2506.26
salon-017,Michael Pointer,Michael,0.64,"ge with these elementary lines of code, I think I know that Michael was talking this, but it's almost, I don't know,",3176.26
salon-017,Michael Rees,Michaels,0.8,"r your input, Michael. Actually, hold on. We now have three Michaels in here now,",3763.68
salon-017,Michael Pointer,"Michael,",0.64,"Michael, the poetry aspect. I think some of you know that I go to a ",5010.74
salon-017,Michael Pointer,"Michael,",0.64,"thank you very much, Michael, for your presentation. It was a pleasure to have you",5089.42
salon-017,Anne Spalter,And Spalter,0.87,And Spalter and I did a collaboration on Super Rare through another Zoo,5269.84
salon-017,Michael Rees,Michaels,0.8,"attending and thank you so much, our presenters today. Both Michaels who presented today and Greg.",6973.5
salon-018,Uli Ap,Uli,0.67,And I guess we'll take two more questions and then Uli can definitely get on with their presentation.,2578.9
salon-018,Uli Ap,"Uli,",0.67,"Thank you, Uli, for your presentation.",4129.58
salon-018,Uli Ap,"Uli,",0.67,"Uli, I want to just respond since we're running out of time.",4935.98
salon-018,Uli Ap,"Uli,",0.67,"Thank you, Uli, for presenting and talking and sharing about your thoughts ",6565.16
salon-018,Gregory Little,Greg Little,0.88,"It's Greg Little, who was at Bowling Green State University.",6672.16
salon-018,Lee Musgrave,lee musgrove,0.92,we do have uh lee lee musgrove wanted to present also next time so yeah he he made sure to,6713.64
salon-020,Cynthia Beth Rubin,Cynthia Rubin,0.84,"because I was talking about Cynthia Rubin a second ago. Wait, I kind of love it because",110.14
salon-020,Christine Sciulli,Christine,0.69,. So a little bit of background about Christine and Victor. Christine is a visual,132.7
salon-020,Christine Sciulli,"Christine,",0.69,"You know, Christine, if maybe if you go out",3917.42
salon-020,Christine Sciulli,"Christine,",0.69,"And, Christine, I love how you're creating these experiences.",4823.3
salon-020,Christine Sciulli,"Christine,",0.69,"Yeah, I just wanted to say, you know, thank you, Christine, for coming.",5514.96
salon-020,Christine Sciulli,Christine,0.69,"And, you know, definitely appreciate, you know, Christine was the artist that introduced me to Paul and Paul Miller t",5570.56
salon-020,Christine Sciulli,Christine,0.69,"And I mean, it was like, you know, Christine and I had shown together this little gallery on the North F",5597.14
salon-020,Christine Sciulli,Christine,0.69,"ting artists together for this Southampton show, I saw that Christine had had a piece that wrote.",5626.2
salon-020,Gregory Little,Greg Little,0.88,And Greg Little wants to know.,5740.58
salon-020,Christine Sciulli,Christine,0.69,Christine I just want to say it's not so much a question but I just w,5803.5
salon-020,Christine Sciulli,Christine,0.69,"much, Christine and Victor, for your presentations. They were wonderful. An",6632.66
salon-020,Christine Sciulli,Christine,0.69,much. Thanks for moderating. Yeah. Thanks to Victor and Christine for presenting. Thanks so much.,6682.22
salon-021,Clayton Campbell,Colin Campbell,0.8,"was Colin Campbell, who was a Canadian video artist.",3919.84
salon-021,Clayton Campbell,Colin Campbell,0.8,"I had Colin Campbell as my prof, and he was a pioneer in video art in Canada. He",4048.74
salon-021,TinTin23x,Tintin,0.8,And the title of this animation is Tintin Pops.,4525.26
salon-022,Giovanna Sun,Giovanna,0.8,"Well, thank you so much. And thanks Giovanna for bringing these artists in.",2113.74
salon-023,Cynthia Beth Rubin,cynthia rubin,0.84,um which we've kind of already answered um from cynthia rubin but she wants to know do you need,1898.98
salon-024,Malavika Mandal Andrew,"Malavika, are",0.69,"Malavika, are you ready to go?",142.16
salon-024,John Zieman,john lean,0.8,iphone 4 and um and there's a filmmaker john lean and there's a couple of photographers,3553.1
salon-025,David Mew,David M,0.88,"which includes myself, David M.",6378.1
salon-026,Brandon S Gellis,Brandon Gallus,0.8,And the name of this titled by Brandon Gallus is A Calling For Utopia.,217.44
salon-026,Andrew Reach,and preach,0.82,To go ye into all the world and preach the gospel.,3100.18
salon-026,Carolina Ramonde,Carol Ramon,0.81,and Carol Ramon.,3224.36
salon-026,Carolina Ramonde,Carol Ramon,0.81,But so Carol Ramon day.,3238.4
salon-026,Carol Hunt,Carol sent,0.8,"Well, that was, you know, Carol sent me a painting.",3466.8
salon-028,Tommy Mintz,to paint,0.63,"I dropped out of school and had no time to paint, but found I could photograph my world",2060.62
salon-028,Tommy Mintz,two main,0.63,So those are the two main things.,3119.86
salon-028,Ben Red,be ruled,0.8,I don't like to be ruled too much by too many strict rules.,3161.58
salon-028,Tommy Mintz,to print,0.63,I ideally I'd like to print really large.,3509.12
salon-028,Sherry Karver,Sherry Carter,0.85,This is for Sherry Carter.,4101.0
salon-028,Sherry Karver,Sherry Carter,0.85,But at the end I'm saying this is for Sherry Carter.,4109.42
salon-029,Gregory Little,Greg Little,0.88,"art together, studying under Greg Little, whose work is also included in this exhibition,",389.34
salon-029,Ben Red,be read,0.86,it's not intended to be read either,3172.7
salon-029,Andy Wauman,And human,0.8,"And human beings are are pretty brilliant, too.",3738.48
salon-029,Alan Kinnard,Alan Kennard,0.92,"So, Alan Kennard.",5913.1
salon-030,RnD Team,red team,0.88,red team based artwork and then last minute I added color correction,3365.22
salon-030,Giovanna Sun,"Giovanna,",0.8,"participation and all of this. It means a lot. Giovanna, did you just want to say aloud what",6696.5
salon-030,Giovanna Sun,Giovanna,0.8,Giovanna has a showcase for specialism at the Williamsburg Hotel in ,6716.28
salon-031,Carmen Moses,Carmen,0.67,I'm by as most people either call me Carmen or see. It's all good.,465.84
salon-031,Carmen Moses,can see,0.63,"And then, and some sort of saucy things as well as you can see.",607.28
salon-031,Carmen Moses,can see,0.63,"So like, I'm pointing at it like you guys can see where I'm pointing.",894.04
salon-031,Cynthia Beth Rubin,cynthia rubin,0.84,cynthia rubin you know so i just wanted to jump on that what i wrote in t,2258.4
salon-031,Carmen Moses,can use,0.63,You can either raise your hand or you can use a little hand-raise function.,2864.6
salon-031,Carmen Moses,can see,0.63,And you can see we got a lot of different styles.,3648.02
salon-031,Carmen Moses,came across,0.7,And then this came across.,3821.56
salon-031,Carmen Moses,can see,0.63,You can see the video on Niftorian.com as well.,3839.28
salon-031,Carmen Moses,can see,0.63,So you can see the assembly of that owl as well.,3859.42
salon-031,Carmen Moses,can see,0.63,"You know, we're seeing, as you can see, there's a lot of different styles that represent here.",3877.1
salon-031,Giovanna Sun,Giovanna stuff,0.85,I know we need to get Giovanna stuff out.,4497.86
salon-031,Carmen Moses,can choose,0.64,You have to be on a white list so you can choose the time of day that you're going to purchase one of these ,4828.36
salon-031,Michael Pierre Price,Michael peer prices,0.87," day that you're going to purchase one of these pieces like Michael peer prices, for example.",4828.36
salon-031,Michael Pointer,Michael peer,0.81," day that you're going to purchase one of these pieces like Michael peer prices, for example.",4828.36
salon-031,Michael Rees,Michael peer,0.83," day that you're going to purchase one of these pieces like Michael peer prices, for example.",4828.36
salon-031,Carmen Moses,can see,0.63,And definitely check out the website so you can see what we're doing. There's a lot going on there.,5092.94
salon-031,Giovanna Sun,Giovanna,0.8,"t. And with that, I think we can go ahead and move along to Giovanna and her project",5152.34
salon-031,Carmen Moses,can see,0.63,"Yeah, we got to, we got pulled up or we can see it at least.",5175.34
salon-031,Carmen Moses,can see,0.63,It's not like something you can see like everywhere.,5478.42
salon-031,Carmen Moses,can see,0.63,"I think that that glitch, you can see like overlap",5485.44
salon-031,Carmen Moses,can see,0.63,"So more like, like this is, you can see the left-hand side.",5504.14
salon-031,Carmen Moses,can see,0.63,you also can see my art in nft.best,5974.44
salon-031,Carmen Moses,can see,0.63,you can see that this is like the ongoing curation.,6045.18
salon-031,Carmen Moses,can use,0.63,"That people, they can use a mobile phone,",6087.62
salon-031,Anne Spalter,Anne Spexler,0.83,So this is a great thanks to Anne Spexler,6509.92
salon-031,Carmen Moses,can see,0.63,"So if you want to see, you can see the,",6528.54
salon-031,Giovanna Sun,"Giovanna,",0.8,"And Giovanna, I want to let you know too,",6771.8
salon-031,TinTin23x,Tintin,0.8,a question from Tintin,6870.0
salon-032,Ben Red,be fired,0.8,"They don't want to be fired. I feel when I'm doing them, there's some sort of wrestling",973.82
salon-032,LoVid,love,0.67,"You know, love one another. And I think we're in real trouble with guns at",1182.0
salon-032,Cynthia Beth Rubin,Cynthia Rubin,0.84,Cynthia Rubin and others.,1283.52
salon-032,LoVid,love,0.67,And that's really upsetting because they love the piece.,1586.46
salon-032,LoVid,love,0.67,like little books and I'm really like in love and really believe in that world.,2663.16
salon-032,LoVid,loud,0.67," played a lot of the video because it's really usually very loud. But,",2954.28
salon-032,LoVid,love,0.67,"really do symbolize invisible signals, they symbolize love and connection and flowing of,",3247.04
salon-032,LoVid,love,0.67,you make them into some kind of uh merch speaking of love that merch culture I saw that Callum really,3815.48
salon-032,LoVid,love,0.67,"ine. So definitely, if you're interested, I, I, you know, I love working",3892.96
salon-032,LoVid,love,0.67,It looks like pure love.,4336.78
salon-032,LoVid,love,0.67,", I tend to look at it and it reminds me of this feeling of love and happiness.",4338.88
salon-032,Lindsay Kokoska,Lindsay Kakoposka,0.88,"There was an artist, Lindsay Kakoposka.",5465.96
salon-032,LoVid,love,0.67,I would love to.,5552.14
salon-032,Giovanna Sun,Giovanna,0.8,So muchas gracias to Giovanna for pulling this all together.,6421.14
salon-033,LINDSAY KOKOSKA,Lindsay,0.64,"Nina, David, and Lindsay are presenters for today, and our wonderful audience of oth",16.84
salon-033,David Cohen,David Chung,0.82,"David Chung, who is the director of the university of Michigan's master",931.22
salon-033,LINDSAY KOKOSKA,Lindsay,0.64,"for Lindsay now, it'd be a great time to ask them either in the chat an",3009.4
salon-034,James Merrill,James Terrell,0.85,"And the latest one that I'm working with is with James Terrell on a big project that he has out in Arizona, which is",159.64
salon-034,Michael Farmer,Michael earlier,0.83,"I know Michael earlier you had, you said you had something that you were potential",5311.64
salon-034,Michael Roller,Michael earlier,0.83,"I know Michael earlier you had, you said you had something that you were potential",5311.64
salon-034,Giovanna Sun,Giovanna's son,0.85,So I followed Giovanna's son on Clubhouse and we've been in a few rooms together and,5876.8
salon-035,Prïnce Magnølïa,Prince Magnolia,0.8,"and then we have a pair of collaborating artists, Prince Magnolia and S.T. Rivera.",27.2
salon-035,Prïnce Magnølïa,Prince Magnolia,0.8,"Well, I guess we can move on to ST and Prince Magnolia.",2745.94
salon-035,Prïnce Magnølïa,Prince Magnolia,0.8,I am Prince Magnolia.,2767.86
salon-035,Prïnce Magnølïa,Prince Magnolia,0.8,"I'm traditionally an illustrator, and I met Prince Magnolia on Clubhouse,",2916.62
salon-037,PATRICK LICHTY,Patrick,0.67,"rest of time, I think we probably need to get going so that Patrick can also have his presentation.",1846.88
salon-037,Roman Verostko,Roman Virosko,0.89,And I met this guy named Roman Virosko.,2341.14
salon-037,Carla Gannis,Carl Aganis,0.87,"e that. I work a lot with a platform that Anne Spaulder and Carl Aganis introduced me to,",2962.22
salon-037,Anne Spalter,Anne Spaulder,0.88,"ignore that. I work a lot with a platform that Anne Spaulder and Carl Aganis introduced me to,",2962.22
salon-037,PATRICK LICHTY,"Patrick,",0.67,"Patrick, are you still continue?",4528.96
salon-037,PATRICK LICHTY,Patrick,0.67,"Moderating, and also thank you very much to Deanna and Patrick for presenting, and all you guys.",5220.18
salon-040,Andy Thomas,Andy Thomas's,0.92,"And the Russian artist, Mounth, and this is one of Andy Thomas's",5203.24
salon-043,Verneda Lights,Vernetta Lights,0.9,"Alright, Vernetta Lights.",231.54
salon-043,Darcy Gerbarg,Darcy Garbage,0.85,Darcy Garbage.,242.4
salon-043,Giovanna Sun,Giovanna son,0.92,I know that Giovanna alias Doug woman Giovanna son.,249.54
salon-043,Gregory Little,Greg Little,0.88,"Greg Little was there, but he's not on now.",1887.9
salon-043,Giovanna Sun,Giovanna's son,0.85,"And a photo from Giovanna's son, who was kind enough to take the picture.",2582.66
salon-043,Cynthia Beth Rubin,cynthia rubin,0.84,if you are interested to see how i create the shapes cynthia rubin and i spoke in july of 2021,3409.54
salon-043,Darcy Gerbarg,Darcy Garbage,0.85,Darcy Garbage.,3603.24
salon-043,Darcy Gerbarg,Darcy Garbag,0.88,"Hi Roz, it's actually Darcy Garbag.",3608.1
salon-043,Darcy Gerbarg,Darcy Garbag,0.88,"I'm Darcy Garbag, an artist who straddles two...",3643.2
salon-043,Giovanna Sun,Giovanna,0.8,"startup founder, and also the seller, our advisor he say oh Giovanna is a crazy artists don't listen to her she can do anything.",4784.68
salon-043,Michael Rees,Michael Reese's,0.89,Michael Reese's sculptures.,5794.56
salon-044,Dan Welden,Dan Weldon's,0.82,which this is plate for at Dan Weldon's studio.,1649.12
salon-044,Dan Welden,Dan Weldon,0.9,"person, Dan Weldon, we've already seen already in a still image from Roy Nicho",2529.52
salon-044,Dan Welden,Dan Weldon,0.9,"Dan Weldon So your mute is on, Dan, do you want to unmute?",2551.8
salon-044,Dan Welden,Dan Weldon,0.9,Dan Weldon That's perfect. Thank you.,2560.9
salon-044,Dan Welden,Dan Weldon,0.9,Dan Weldon,2579.76
salon-044,Dan Welden,Dan Weldon,0.9,"Dan Weldon And thank you, Helen, for being involved. My work is, as yo",2582.4
salon-045,Michael Strevens,Michael Reese,0.83,And I see Michael Reese is here.,1501.58
salon-045,Michael Strevens,Michael Reese,0.83,Michael Reese dot org Reese's R E E S dot O R G.,1551.92
salon-045,Michael Strevens,Michael Reese,0.83,The best place to go is Michael Reese dot org and Reese's R E E S dot org 2 p.m.,1626.5
salon-045,Michael Rees,michael reese's,0.89,nice well if uh if you guys are um able to tune in to michael reese's thing tomorrow,5211.46
salon-046,Negin Ehtesabian,Nagin Etesabian,0.9,Nagin Etesabian.,549.5
salon-046,Andy Thomas,and stomas,0.86,"and stomas as he has,",3987.28
salon-046,Giovanna Sun,Giovanna,0.8,"So I don't know whether Giovanna is a robot or not, but you know hope not.",4218.1
salon-046,Negin Ehtesabian,Nagin Etisabian,0.84,all things Nagin Etisabian for all her amazing amazing help in this project and everyt,5103.42
salon-047,Tommy Mintz,tommy mince,0.82,s like it's either stuff you can roll up and i really thank tommy mince for um getting a,4386.94
salon-047,Roman Verostko,Roman Vrasko,0.85,"You know, and so, and, you know, Roman Vrasko is 93.",4933.54
salon-048,Patrick Lichty,Patrick lit,0.88,With Patrick lit key.,1641.54
salon-049,Michael Rees,Michael Reese's,0.89,"like in, in, in her, you know, where she's going, and maybe Michael Reese's piece, you know, in other words, these things that, you kno",464.88
salon-049,Michael Rees,Michael Reese's,0.89,"Patrick, when you say Michael Reese's piece, are you speaking about the inflatables?",526.56
salon-049,Giovanna Sun,Giovanna,0.8,"Is Giovanna here? She also knows about this. Anyway, so if it could hap",3746.24
salon-050,Gregory Little,Greg Little,0.88,"And ever since it's gone to something else. And actually, Greg Little curated a show that I was in, in those days of photographin",156.5
salon-050,Cynthia DiDonato,Cynthia Donata,0.87,"So it's great. So Cynthia Donata, and please make sure that you're muted if you're not",4528.4
salon-050,Giovanna Sun,giovanna,0.8,tech week um that um tommy and giovanna and paul miller participated in as artists and it was,4850.28
salon-051,Tommy Mintz,Tommy Mints,0.91,Keep doing that to myself. I was looking for titles and Tommy Mints and Colin came up with the two that are listed below.,476.24
salon-051,Frédéric Pons,Frederick Pons,0.81,"ced to Mid Journey by my friend and fellow tech specialist, Frederick Pons.",968.98
salon-051,Anne Spalter,an Spalter's,0.83,"Take notice of an Spalter's recent collection of AI spaceships, which, you know, I thou",1569.81
salon-052,Andy Wauman,and human,0.8,tween high energy physics and the sort of need for survival and human resources.,1146.9
salon-052,Lee Day,live day,0.8,gh his work and his art that the world in which we normally live day to day and the world in which we still talk about today is ,3500.46
salon-053,Tikoi Kuitenbrouwer,Tikoi Keitenbroer,0.89,He is Tikoi Keitenbroer.,202.08
salon-055,Mich Palmer,much calmer,0.82,"The discussion level is much calmer, much cooler than it was when action painting and pop art c",3440.78
salon-055,Giovanna Sun,"Giovanna,",0.8,"All right. I know Giovanna, I think, had her hand up.",3637.06
salon-055,Michael Rees,Michael Price's,0.81,"So the next step we have Corey, I think that's Michael Price's friend.",4021.56
salon-055,Giovanna Sun,giovanna,0.8,like based off of what i'm just going to reverse order what giovanna was,4153.8
salon-055,Anne Spalter,and Spalter,0.87,"and Spalter curated,",5343.34
salon-056,Tommy Mintz,to paint,0.63,"I get exhausted within two hours. I used to be able to paint all day, right into the night time.",2136.04
salon-056,Tommy Mintz,two into,0.63,Like a year or two into the series of portrait of woman.,2328.9
salon-059,Chanee Choi,can hold,0.63,we need to be able to know what's going on so we can hold them accountable and i think that we,1157.88
salon-059,Chanee Choi,can come,0.63,"If you don't mind, we can come back to you if you want.",1338.98
salon-059,Patrick Lichty,Patrick,0.67,"I hear Patrick and my concerns, you know, I think so far everybody's kind ",1406.24
salon-059,Patrick Lichty,Patrick,0.67,And Patrick and I both started Ann Ann and a bunch of people started wi,2944.14
salon-059,ScoJo,solo,0.67,e had an avatar that I've been working with. We've done two solo shows,3205.18
salon-059,Chanee Choi,can copy,0.63,and worried about the point how much AI can copy their work so I I couldn't just avoid their idea,4469.88
salon-059,Andy Young,and yon,0.82,"I mean, we're kind of like hither and yon and whatnot,",5102.62
salon-060,Gregory Little,Greg Little,0.88,"and Greg Little, but I think it would be really interesting",2243.74
salon-060,Michael Strevens,Michael Reese,0.83,"No, it's actually a bigger shot with the Michael Reese.",4712.56
salon-060,John Zieman,John Seaman,0.82,So John Seaman is here with us who was in the exhibition as well.,4736.6
salon-061,Lee Schnaiberg,Lee Schneiber,0.89,"I know Lee Schneiber calls it like rogue, rogue pano,",767.82
salon-061,Michael Warner,Michael,0.67,Michael or the other Michael?,866.18
salon-061,Michael Farmer,Michael Warner,0.86,Michael Warner.,867.98
salon-061,Michael Warner,michael,0.67, myself thank you and if you've had anyone that's shared um michael if,1623.96
salon-061,Tommy Mintz,to paint,0.63,Here I took it into another area where I was allowed to paint in iColorama and bring those shapes in.,2943.9
salon-061,David Cohen,David when,0.86,okay I'll be being bombed said for David when you show Vibe GL in a show or museum will you allow,4895.98
salon-062,Malavika Mandal Andrew,Malavika Mandalantru,0.86,"Hi, I'm Malavika Mandalantru from India.",1354.92
salon-062,Richard E,Richard,0.88,"a lot of them, does everyone know the Instagram pieces that Richard did?",1791.52
salon-062,Richard E,Richard,0.88,Richard was sued for taking Instagram images and reposting them.,2050.48
salon-062,Richard E,Richard,0.88,"But in this case, what Richard did was take the book, cut out the images, slather them wit",2378.06
salon-062,Richard E,Richard,0.88, was sued as well by other authors for the same reason that Richard was sued.,2420.98
salon-062,Richard E,Richard,0.88,", I think that's part of it, but I think it's more complex. Richard is a cultural sociological anthropologist, and he's gone th",3409.52
salon-062,Richard E,Richard,0.88,The other transformation argument that Richard was making was you're taking a digital image from a telepho,4699.04
salon-062,Richard E,Richard,0.88,"signed, but I know Richard and I got him over to the studio.",5019.1
salon-063,Marlow Shami,Mayor Shapiro,0.64, important essay and this is what I wanted to talk about by Mayor Shapiro.,771.32
salon-064,Chalda Maloff,Chalda,0.63,Chalda is next.,1054.12
salon-064,Tommy Mintz,to paint,0.63,"but he never painted that exact landscape, never tried to paint it the exact way he saw it.",4754.66
salon-065,Cynthia Beth Rubin,Cynthia Beth Irvin,0.89,"Cynthia, the other Cynthia that we have, Cynthia Beth Irvin, she says great depth in that image.",1927.06
salon-065,Tommy Mintz,to mind,0.67,And it brings to mind my participation in the early 70s,2773.38
salon-066,Giovanna Sun,Giovanna,0.8,"And that's how I met Colin and Giovanna and a few people on this, you know, on this Zoom.",1992.14
salon-066,Sherry Karver,sherry,0.63,sherry i'm not sure why i'm just i'm just gonna go here but there',3449.26
salon-067,Andy Thomas,Andy that,0.8,"Colin Goldberg, M.D.: We agree with you Andy that looks great.",403.48
salon-068,TinTin23x,Tintin,0.8,So what is a Tintin brush?,201.02
salon-068,TinTin23x,Tintin,0.8,But you can see there on the left the Tintin sequence coming into focus.,340.76
salon-068,Paul D. Miller aka DJ Spooky,paul miller like dj spooky,0.85,lgorithm i see in the chat there yeah yeah i think actually paul miller like dj spooky is,5317.9
salon-069,Chalda Maloff,called Major,0.64,This other one has a spatial theme called Major Tom to Ground Control.,1833.8
salon-069,Tommy Mintz,to print,0.63,"these laser, laser printers, tiling multiple pages together to print them large.",2523.84
salon-069,Patrick Lichty,Patrick,0.67,Pat's Patrick is here as well as wants to share.,2774.02
salon-069,Tommy Mintz,to mind,0.67,But let me do something that would bring this to mind historically in a way that's meaningful from a photographic,4994.58
salon-070,Michael Rees,"Michael, Lee",0.83,"Michael, Lee, Christina and Renata.",1449.92
salon-071,Oz Van Rosen,Oz fan Rosen,0.92,Oz fan Rosen and Patrick.,2747.58
salon-071,Patrick Lichty,Patrick Lipty,0.89,"ave books by Victor Acevedo, Davonte Bradley, Holly Gordon, Patrick Lipty, DJ Spooky, Steve Miller, Joseph Necvatal, and Spalter and ",5002.1
salon-071,Anne Spalter,and Spalter,0.87,"n, Patrick Lipty, DJ Spooky, Steve Miller, Joseph Necvatal, and Spalter and Sasha Stiles.",5002.1
salon-071,David Cohen,david can,0.8,yeah david can you stop your sharing,5321.2
salon-072,Ann Shapiro,and Sahar,0.7,"and Sahar, welcome, and take it away.",142.64
salon-072,Ann Shapiro,and air,0.67,"but environmental catastrophes as well, such as sea and air pollution,",361.0
salon-072,Stephen Pare,spheres,0.63,Other work that I added cypress tree in spheres and I made it like a surreal scene.,474.6
salon-072,Stephen Pare,spheres,0.63,"hings are like similar, but I have created these planets or spheres or",520.72
